N_clients,Global_iter,Local_iter,Rank,Loss,Acc,Precision,Recall,F1-score,FN,Time
20,20,30,2,3.1623706817626953,0.8859774328770827,0.9055388080962004,0.9666531110207401,0.9350984768795273,0.03334688897925986,8.729171991348267
20,30,30,2,3.2237319946289062,0.88599245759274,0.9055538071654547,0.9666531110207401,0.9351064739587788,0.03334688897925986,13.353014707565308
20,40,30,2,3.5956130027770996,0.8861577294649698,0.9057188297273119,0.9666531110207401,0.9351944508591418,0.03334688897925986,17.71995997428894
20,50,30,2,3.0580978393554688,0.88599245759274,0.9055538071654547,0.9666531110207401,0.9351064739587788,0.03334688897925986,22.14124298095703
20,60,30,2,3.7077598571777344,0.8853313701038208,0.9048943178244534,0.9666531110207401,0.9347547318207464,0.03334688897925986,26.714012384414673
20,70,30,2,3.7374160289764404,0.8860675811710264,0.9056288099655446,0.9666531110207401,0.9351464614068848,0.03334688897925986,31.695481538772583
20,80,30,2,3.735945463180542,0.8856619138482804,0.905223942379336,0.9666531110207401,0.9349305698064163,0.03334688897925986,35.16671061515808
20,90,30,2,3.6698830127716064,0.886863891100861,0.9064246041614855,0.9666531110207401,0.935570538709015,0.03334688897925986,39.87733316421509
20,100,30,2,3.638903856277466,0.8858121610048529,0.9053738511219673,0.9666531110207401,0.9350105180345812,0.03334688897925986,44.391563177108765
20,110,30,2,3.2463645935058594,0.8856018149856514,0.9051639927813374,0.9666531110207401,0.9348985943431718,0.03334688897925986,49.16042518615723
20,120,30,2,3.7565758228302,0.8875400033054375,0.9071013771362203,0.9666531110207401,0.9359309063829423,0.03334688897925986,52.074522256851196
20,130,30,2,2.9275059700012207,0.8877653740402963,0.907327192764086,0.9666531110207401,0.9360510906413725,0.03334688897925986,58.46150493621826
20,140,30,2,2.834120512008667,0.8861577294649698,0.9057188297273119,0.9666531110207401,0.9351944508591418,0.03334688897925986,63.19073486328125
20,150,30,2,2.652869701385498,0.8866835945129738,0.9062443018880435,0.9666531110207401,0.9354744875260943,0.03334688897925986,66.99797081947327
20,160,30,2,3.4227187633514404,0.88599245759274,0.9055538071654547,0.9666531110207401,0.9351064739587788,0.03334688897925986,69.59298253059387
20,170,30,2,3.537445068359375,0.8860375317397118,0.9055988073546464,0.9666531110207401,0.9351304660172587,0.03334688897925986,76.52912998199463
20,180,30,2,3.034783124923706,0.8862929519058852,0.9058538929299289,0.9666531110207401,0.9352664442733727,0.03334688897925986,82.34531474113464
20,190,30,2,3.3440399169921875,0.8874348302958367,0.9069960349718799,0.9666531110207401,0.935874830956742,0.03334688897925986,85.51264953613281
20,200,30,2,3.6811835765838623,0.8872695584236069,0.9068305467091295,0.9666531110207401,0.9357867260045359,0.03334688897925986,89.07485556602478
