N_clients,Global_iter,Local_iter,Rank,Loss,Acc,Precision,Recall,F1-score,FN,Time
20,20,30,2,6.453427791595459,0.6203544970305517,0.7582459053513473,0.6648283773052148,0.7084709505283325,0.3351716226947851,7.202706575393677
20,30,30,2,9.110814094543457,0.5806802179636319,0.749187296824206,0.5948116121062385,0.6631334308867111,0.4051883878937616,10.901619672775269
20,40,30,2,4.4186248779296875,0.7336374211718607,0.7842458782821087,0.8499514691608576,0.81577777307277,0.15004853083914232,14.532404661178589
20,50,30,2,5.983857154846191,0.78587828323027,0.7905303943197197,0.9406600194123357,0.8590855519627694,0.05933998058766434,18.51422905921936
20,60,30,2,4.933585166931152,0.7880364905406233,0.7727682284446908,0.9838083473043325,0.8656108070338884,0.01619165269566752,21.779355764389038
20,70,30,2,3.9511475563049316,0.7820210616543195,0.775859315386936,0.964484249536751,0.8599498451098981,0.03551575046324892,25.08338165283203
20,80,30,2,3.9774069786071777,0.817179942447805,0.7981284377455532,0.9858819377040501,0.8821253750197379,0.014118062295949882,29.111833333969116
20,90,30,2,3.8906936645507812,0.8177156676666871,0.798478272517816,0.986190770316774,0.8824626681536897,0.013809229683225977,32.43374705314636
20,100,30,2,3.8380699157714844,0.8218484050694912,0.8033929439732023,0.9840730609723816,0.8846012750473433,0.01592693902761846,36.50697469711304
20,110,30,2,3.7196669578552246,0.8122971897385661,0.792289062914317,0.9886834906909027,0.8796577069901179,0.011316509309097326,39.64136219024658
20,120,30,2,3.544989824295044,0.8013377824037226,0.7864872044629416,0.9796391070325597,0.872501154257984,0.02036089296744022,43.788580656051636
20,130,30,2,3.7286744117736816,0.8043225371946366,0.7898514586969686,0.9782714197476396,0.8740219554977434,0.021728580252360363,47.42484259605408
20,140,30,2,3.6630470752716064,0.8271138186493602,0.8076429436540791,0.9855731050913262,0.887780548628429,0.014426894908673785,51.15841221809387
20,150,30,2,3.7710273265838623,0.8295781546562174,0.8109926885162417,0.9836318715256331,0.8890085132683375,0.016368128474366892,54.88877058029175
20,160,30,2,3.5957748889923096,0.822215759505296,0.8040800129867788,0.9833892173299215,0.884740952437657,0.016610782670078532,58.1408748626709
20,170,30,2,3.749842882156372,0.808470581032266,0.7927079431333726,0.9803229506750198,0.8765891136468986,0.019677049324980146,61.915528774261475
20,180,30,2,3.5976455211639404,0.8301291863099247,0.8120237704619199,0.9826612547427865,0.8892304621219683,0.017338745257213448,65.72386193275452
20,190,30,2,3.407075881958008,0.827863833955795,0.8092766667876456,0.9837642283596576,0.8880304267309185,0.016235771640342362,69.30149984359741
20,200,30,2,3.4224319458007812,0.8274199473458642,0.8088173954045085,0.9838304067766699,0.8877807968309893,0.016169593223330097,73.69574475288391
